Migrationshintergrund in Wien gemeldeter Personen nach Geschlecht und Wiener Zählbezirk;;;;;;;;;;;;;;;;;
Migration background of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;92301;2318;1;2645;63;70;40;38;21;16;13;20;23;120;2221;20110101
AT1;AT13;AT130;92301;2319;1;4418;86;82;75;86;38;23;27;57;35;230;3679;20110101
AT1;AT13;AT130;92301;2399;1;45;1;3;2;1;1;0;0;1;0;10;26;20110101
AT1;AT13;AT130;90101;0101;2;2080;59;11;104;41;11;13;30;34;32;380;1365;20120101
AT1;AT13;AT130;90101;0102;2;877;20;1;36;20;4;9;19;10;15;221;522;20120101
AT1;AT13;AT130;90101;0103;2;1123;63;12;54;19;9;8;18;16;15;277;632;20120101
AT1;AT13;AT130;90101;0104;2;841;24;6;35;13;2;6;14;15;9;168;549;20120101
AT1;AT13;AT130;90101;0105;2;1146;33;8;40;16;5;12;19;14;14;214;771;20120101
AT1;AT13;AT130;90101;0106;2;1423;32;13;56;25;7;24;15;31;15;242;963;20120101
AT1;AT13;AT130;90101;0107;2;1394;42;14;71;23;15;16;23;28;25;306;831;20120101
AT1;AT13;AT130;90201;0201;2;5460;295;283;104;180;124;59;80;71;49;829;3386;20120101
AT1;AT13;AT130;90201;0202;2;5712;676;345;180;162;133;76;141;58;56;898;2987;20120101
AT1;AT13;AT130;90201;0203;2;6485;392;166;294;138;96;89;108;84;77;951;4090;20120101
AT1;AT13;AT130;90201;0204;2;7509;440;224;294;141;125;86;146;65;110;1312;4566;20120101
AT1;AT13;AT130;90201;0205;2;4762;259;116;170;112;65;51;85;62;69;1003;2770;20120101
AT1;AT13;AT130;90201;0206;2;3439;184;77;118;80;37;31;64;55;36;374;2383;20120101
AT1;AT13;AT130;90201;0207;2;6538;889;312;227;220;145;94;192;68;71;1106;3214;20120101
AT1;AT13;AT130;90201;0208;2;1094;69;26;20;16;10;5;6;19;8;130;785;20120101
AT1;AT13;AT130;90201;0209;2;8411;674;568;143;252;161;72;169;120;60;1079;5113;20120101
AT1;AT13;AT130;90201;0299;2;3;0;0;0;0;0;0;0;0;0;0;3;20120101
AT1;AT13;AT130;90301;0301;2;5786;299;103;293;142;88;51;91;62;63;751;3843;20120101
AT1;AT13;AT130;90301;0302;2;4650;186;40;238;76;51;40;52;69;46;619;3233;20120101
AT1;AT13;AT130;90301;0303;2;3324;114;40;167;61;29;22;31;56;55;626;2123;20120101
AT1;AT13;AT130;90301;0304;2;5618;442;150;218;237;143;77;132;90;69;1018;3042;20120101
AT1;AT13;AT130;90301;0305;2;4285;235;98;182;111;76;45;85;71;54;570;2758;20120101
AT1;AT13;AT130;90301;0306;2;8009;509;308;222;213;155;119;123;101;88;992;5179;20120101
AT1;AT13;AT130;90301;0307;2;2826;196;124;46;76;46;28;65;54;28;371;1792;20120101
AT1;AT13;AT130;90301;0308;2;847;14;1;37;11;2;1;8;21;8;76;668;20120101
AT1;AT13;AT130;90301;0309;2;4629;175;58;251;95;42;24;57;81;54;658;3134;20120101
AT1;AT13;AT130;90301;0310;2;3916;346;253;96;131;76;42;66;45;31;580;2250;20120101
AT1;AT13;AT130;90301;0311;2;1431;116;81;14;51;27;17;17;19;15;156;918;20120101
AT1;AT13;AT130;90301;0399;2;5;0;0;0;0;0;0;0;0;0;0;5;20120101
AT1;AT13;AT130;90401;0401;2;1243;35;21;72;21;16;21;18;13;18;304;704;20120101
AT1;AT13;AT130;90401;0402;2;5189;233;114;307;115;55;51;104;67;65;979;3099;20120101
AT1;AT13;AT130;90401;0403;2;6557;286;89;338;139;65;58;94;83;87;1086;4232;20120101
AT1;AT13;AT130;90401;0404;2;3657;176;85;164;72;54;32;50;45;44;570;2365;20120101
AT1;AT13;AT130;90401;0499;2;7;0;0;0;0;0;1;0;0;0;4;2;20120101
AT1;AT13;AT130;90501;0501;2;5888;330;137;282;138;85;44;95;69;55;739;3914;20120101
AT1;AT13;AT130;90501;0502;2;9925;901;580;278;301;240;129;197;133;95;1621;5450;20120101
AT1;AT13;AT130;90501;0503;2;8338;900;494;272;283;233;123;177;79;84;1242;4451;20120101
AT1;AT13;AT130;90501;0504;2;3209;221;88;140;80;70;42;72;29;42;469;1956;20120101
AT1;AT13;AT130;90501;0599;2;4;0;0;0;0;0;0;1;0;0;3;0;20120101
AT1;AT13;AT130;90601;0601;2;3886;146;58;214;86;47;28;38;33;76;607;2553;20120101
AT1;AT13;AT130;90601;0602;2;4713;262;132;178;140;63;50;75;52;69;813;2879;20120101
AT1;AT13;AT130;90601;0603;2;7011;329;143;336;159;82;67;89;72;83;994;4657;20120101
AT1;AT13;AT130;90701;0701;2;2900;147;55;206;52;31;27;34;37;25;390;1896;20120101
AT1;AT13;AT130;90701;0702;2;1561;51;15;95;22;10;21;26;12;33;256;1020;20120101
AT1;AT13;AT130;90701;0703;2;2442;114;36;137;44;38;28;46;16;34;316;1633;20120101
AT1;AT13;AT130;90701;0704;2;5315;271;133;279;91;76;64;67;65;68;761;3440;20120101
AT1;AT13;AT130;90701;0705;2;4060;291;101;230;113;77;44;82;41;58;548;2475;20120101
AT1;AT13;AT130;90801;0801;2;2530;106;31;151;44;38;29;32;26;31;394;1648;20120101
AT1;AT13;AT130;90801;0802;2;6083;211;89;337;114;44;34;70;69;64;929;4122;20120101
AT1;AT13;AT130;90801;0803;2;3919;194;69;205;86;32;33;27;38;57;543;2635;20120101
AT1;AT13;AT130;90901;0901;2;4344;273;95;193;88;58;33;62;51;52;580;2859;20120101
AT1;AT13;AT130;90901;0902;2;5799;307;86;295;110;53;57;54;87;93;845;3812;20120101
AT1;AT13;AT130;90901;0903;2;2203;123;56;122;60;36;30;35;35;30;289;1387;20120101
AT1;AT13;AT130;90901;0904;2;4832;228;96;286;111;100;85;57;55;82;739;2993;20120101
AT1;AT13;AT130;90901;0905;2;2844;66;25;173;39;17;21;43;35;29;506;1890;20120101
AT1;AT13;AT130;90901;0906;2;1113;39;10;55;17;10;9;18;16;8;197;734;20120101
AT1;AT13;AT130;91001;1001;2;449;56;42;11;25;25;12;14;1;4;53;206;20120101
AT1;AT13;AT130;91001;1002;2;9544;1073;987;150;288;306;168;243;84;130;1314;4801;20120101
AT1;AT13;AT130;91001;1003;2;3563;367;264;54;107;115;53;41;46;50;363;2103;20120101
AT1;AT13;AT130;91001;1004;2;3910;539;403;82;117;106;51;111;43;39;614;1805;20120101
AT1;AT13;AT130;91001;1005;2;8822;975;866;123;275;345;175;213;71;94;1104;4581;20120101
AT1;AT13;AT130;91001;1006;2;6007;787;741;84;208;322;132;165;47;46;907;2568;20120101
AT1;AT13;AT130;91001;1007;2;6280;571;348;107;152;206;92;119;75;62;686;3862;20120101
AT1;AT13;AT130;91001;1008;2;4840;571;473;82;163;212;82;133;38;47;628;2411;20120101
AT1;AT13;AT130;91001;1009;2;2488;203;133;30;54;84;17;53;37;22;206;1649;20120101
AT1;AT13;AT130;91001;1010;2;8521;725;678;121;154;270;66;111;104;62;740;5490;20120101
AT1;AT13;AT130;91001;1011;2;4565;247;411;48;71;54;26;34;56;22;431;3165;20120101
AT1;AT13;AT130;91001;1012;2;1249;48;33;31;43;36;10;23;7;14;210;794;20120101
AT1;AT13;AT130;91001;1013;2;2665;178;81;41;26;35;20;18;42;13;110;2101;20120101
AT1;AT13;AT130;91001;1014;2;2168;112;56;41;23;21;13;12;24;18;100;1748;20120101
AT1;AT13;AT130;91001;1015;2;3031;152;106;42;65;113;50;32;25;21;215;2210;20120101
AT1;AT13;AT130;91001;1016;2;3083;85;56;52;36;23;7;20;52;28;198;2526;20120101
AT1;AT13;AT130;91001;1017;2;454;8;3;7;1;1;0;1;2;4;17;410;20120101
AT1;AT13;AT130;91001;1018;2;2258;52;16;46;40;25;14;17;19;17;125;1887;20120101
AT1;AT13;AT130;91001;1019;2;1409;58;18;32;22;11;7;24;14;16;93;1114;20120101
AT1;AT13;AT130;91001;1020;2;5184;188;303;78;75;34;26;45;78;35;228;4094;20120101
AT1;AT13;AT130;91001;1021;2;3581;102;95;51;86;28;22;17;31;25;237;2887;20120101
AT1;AT13;AT130;91001;1022;2;3331;320;214;67;165;139;45;104;40;42;512;1683;20120101
AT1;AT13;AT130;91001;1023;2;4889;491;423;67;108;140;75;119;63;37;469;2897;20120101
AT1;AT13;AT130;91001;1099;2;244;13;13;3;12;3;2;0;0;0;17;181;20120101
AT1;AT13;AT130;91101;1101;2;915;31;22;51;21;9;7;19;13;18;178;546;20120101
AT1;AT13;AT130;91101;1102;2;6963;680;436;93;177;195;76;149;75;71;768;4243;20120101
AT1;AT13;AT130;91101;1103;2;8164;773;638;122;244;245;166;171;78;89;1001;4637;20120101
AT1;AT13;AT130;91101;1104;2;2254;222;127;16;57;65;25;31;23;25;231;1432;20120101
AT1;AT13;AT130;91101;1105;2;5530;307;252;83;136;108;38;77;53;38;425;4013;20120101
AT1;AT13;AT130;91101;1106;2;152;10;9;0;1;2;1;2;1;2;6;118;20120101
AT1;AT13;AT130;91101;1107;2;3508;192;166;55;75;53;30;45;47;28;210;2607;20120101
AT1;AT13;AT130;91101;1108;2;426;7;3;5;5;8;3;0;3;3;21;368;20120101
AT1;AT13;AT130;91101;1109;2;1254;47;12;29;36;9;8;41;8;12;65;987;20120101
AT1;AT13;AT130;91101;1110;2;13207;605;714;223;317;310;117;257;121;117;965;9461;20120101
AT1;AT13;AT130;91101;1111;2;2208;94;79;27;45;41;17;66;24;44;482;1289;20120101
AT1;AT13;AT130;91101;1112;2;166;3;2;3;0;3;2;13;0;3;2;135;20120101
AT1;AT13;AT130;91101;1113;2;2377;106;62;66;81;36;39;38;31;23;169;1726;20120101
AT1;AT13;AT130;91101;1199;2;55;0;0;1;0;0;0;0;0;1;0;53;20120101
AT1;AT13;AT130;91201;1201;2;2057;206;116;44;56;74;35;37;27;28;324;1110;20120101
AT1;AT13;AT130;91201;1202;2;8997;938;532;178;372;306;162;168;92;101;1157;4991;20120101
AT1;AT13;AT130;91201;1203;2;2588;236;245;37;52;66;27;45;30;16;321;1513;20120101
AT1;AT13;AT130;91201;1204;2;4292;409;228;114;133;108;79;136;42;58;642;2343;20120101
AT1;AT13;AT130;91201;1205;2;4312;376;262;98;126;125;62;80;56;44;471;2612;20120101
AT1;AT13;AT130;91201;1206;2;4474;471;161;201;153;129;77;78;49;62;498;2595;20120101
AT1;AT13;AT130;91201;1207;2;3582;215;174;74;79;47;35;40;44;31;316;2527;20120101
AT1;AT13;AT130;91201;1208;2;2345;212;133;36;69;92;49;22;51;16;220;1445;20120101
AT1;AT13;AT130;91201;1209;2;4104;296;378;29;68;74;26;47;27;23;591;2545;20120101
AT1;AT13;AT130;91201;1210;2;4869;220;230;92;113;162;77;61;47;42;436;3389;20120101
AT1;AT13;AT130;91201;1211;2;5050;144;75;155;88;53;33;57;69;46;340;3990;20120101
AT1;AT13;AT130;91201;1299;2;5;0;0;0;0;0;0;0;0;0;0;5;20120101
AT1;AT13;AT130;91301;1301;2;241;16;1;19;1;2;1;5;6;2;14;174;20120101
AT1;AT13;AT130;91301;1302;2;3319;68;26;235;75;14;21;22;40;38;376;2404;20120101
AT1;AT13;AT130;91301;1303;2;4860;147;41;249;96;41;21;49;66;63;520;3567;20120101
AT1;AT13;AT130;91301;1304;2;5578;113;40;254;104;24;37;41;108;66;491;4300;20120101
AT1;AT13;AT130;91301;1305;2;2321;73;4;93;32;17;8;27;40;19;198;1810;20120101
AT1;AT13;AT130;91301;1306;2;1370;31;4;68;31;13;7;9;12;13;148;1034;20120101
AT1;AT13;AT130;91301;1307;2;1788;72;35;54;30;30;9;13;41;25;142;1337;20120101
AT1;AT13;AT130;91301;1308;2;3519;83;27;118;52;19;18;29;65;52;295;2761;20120101
AT1;AT13;AT130;91301;1309;2;2648;94;40;58;40;16;8;19;58;19;203;2093;20120101
AT1;AT13;AT130;91301;1310;2;31;1;2;0;0;1;0;0;0;0;0;27;20120101
AT1;AT13;AT130;91301;1311;2;2260;18;3;77;26;3;6;9;39;7;166;1906;20120101
AT1;AT13;AT130;91301;1399;2;29;0;0;1;0;1;0;0;0;0;5;22;20120101
AT1;AT13;AT130;91401;1401;2;3452;297;93;103;106;76;58;36;41;29;330;2283;20120101
AT1;AT13;AT130;91401;1402;2;4269;596;289;126;195;157;96;120;49;46;449;2146;20120101
AT1;AT13;AT130;91401;1403;2;4646;281;83;207;113;70;45;54;56;50;486;3201;20120101
AT1;AT13;AT130;91401;1404;2;10135;837;354;216;302;274;146;192;120;101;846;6747;20120101
AT1;AT13;AT130;91401;1405;2;2144;94;57;50;33;27;9;16;23;18;111;1706;20120101
AT1;AT13;AT130;91401;1406;2;6405;348;142;162;159;125;71;90;88;60;577;4583;20120101
AT1;AT13;AT130;91401;1407;2;1561;144;62;17;38;33;19;15;16;2;122;1093;20120101
AT1;AT13;AT130;91401;1408;2;2053;62;26;52;21;17;16;17;25;19;139;1659;20120101
AT1;AT13;AT130;91401;1409;2;117;1;1;1;3;0;1;2;1;1;1;105;20120101
AT1;AT13;AT130;91401;1410;2;3895;113;35;143;52;32;28;41;55;25;290;3081;20120101
AT1;AT13;AT130;91401;1411;2;3411;20;8;130;32;6;8;21;74;26;191;2895;20120101
AT1;AT13;AT130;91401;1412;2;2959;59;20;95;38;19;15;17;31;19;189;2457;20120101
AT1;AT13;AT130;91401;1499;2;63;1;0;3;3;1;0;1;1;1;3;49;20120101
AT1;AT13;AT130;91501;1501;2;5423;548;283;154;148;163;87;101;70;80;573;3216;20120101
AT1;AT13;AT130;91501;1502;2;4624;633;303;139;214;188;131;106;29;51;665;2165;20120101
AT1;AT13;AT130;91501;1503;2;6023;801;384;186;190;236;164;167;47;93;999;2756;20120101
AT1;AT13;AT130;91501;1504;2;3678;405;302;81;134;137;103;57;36;58;606;1759;20120101
AT1;AT13;AT130;91501;1505;2;5688;527;309;176;147;195;76;154;67;66;716;3255;20120101
AT1;AT13;AT130;91501;1506;2;7091;1013;465;154;291;274;153;215;49;71;832;3574;20120101
AT1;AT13;AT130;91501;1507;2;4509;416;241;88;125;134;69;62;59;35;332;2948;20120101
AT1;AT13;AT130;91501;1599;2;25;0;0;2;0;1;0;3;0;2;16;1;20120101
AT1;AT13;AT130;91601;1601;2;6902;798;587;217;197;213;129;190;53;67;869;3582;20120101
AT1;AT13;AT130;91601;1602;2;4064;612;439;94;171;154;84;130;28;46;605;1701;20120101
AT1;AT13;AT130;91601;1603;2;6321;630;397;106;174;157;100;77;75;51;540;4014;20120101
AT1;AT13;AT130;91601;1604;2;4182;386;217;97;126;100;63;85;49;32;378;2649;20120101
AT1;AT13;AT130;91601;1605;2;7945;921;346;175;291;248;177;158;61;84;767;4717;20120101
AT1;AT13;AT130;91601;1606;2;5325;482;318;102;115;103;63;47;63;23;478;3531;20120101
AT1;AT13;AT130;91601;1607;2;5174;472;299;97;157;98;53;66;44;30;445;3413;20120101
AT1;AT13;AT130;91601;1608;2;1885;51;39;34;23;12;9;9;31;15;74;1588;20120101
AT1;AT13;AT130;91601;1609;2;2767;25;13;101;28;11;13;7;38;19;145;2367;20120101
AT1;AT13;AT130;91601;1610;2;5048;888;552;125;178;205;148;134;46;32;648;2092;20120101
AT1;AT13;AT130;91601;1699;2;88;1;0;4;0;3;1;1;2;0;2;74;20120101
AT1;AT13;AT130;91701;1701;2;5400;630;242;157;234;136;98;148;52;54;647;3002;20120101
AT1;AT13;AT130;91701;1702;2;7142;837;335;205;254;221;123;146;64;71;951;3935;20120101
AT1;AT13;AT130;91701;1703;2;8707;973;382;225;272;292;186;141;92;84;833;5227;20120101
AT1;AT13;AT130;91701;1704;2;2071;59;15;71;25;16;10;12;40;10;140;1673;20120101
AT1;AT13;AT130;91701;1705;2;3181;125;39;115;42;16;20;13;46;20;246;2499;20120101
AT1;AT13;AT130;91701;1706;2;1299;29;10;51;15;6;4;9;23;21;190;941;20120101
AT1;AT13;AT130;91701;1799;2;22;0;0;0;0;0;0;0;0;0;1;21;20120101
AT1;AT13;AT130;91801;1801;2;1150;8;3;85;6;1;8;10;19;9;188;813;20120101
AT1;AT13;AT130;91801;1802;2;7464;391;168;361;164;86;68;79;104;80;943;5020;20120101
AT1;AT13;AT130;91801;1803;2;7746;657;215;353;247;165;149;175;75;108;955;4647;20120101
AT1;AT13;AT130;91801;1804;2;4849;165;48;188;99;41;15;51;59;56;561;3566;20120101
AT1;AT13;AT130;91801;1805;2;5034;75;23;254;53;13;18;43;82;52;639;3782;20120101
AT1;AT13;AT130;91901;1901;2;3116;79;37;151;52;17;12;25;53;43;409;2238;20120101
AT1;AT13;AT130;91901;1902;2;5244;314;169;119;118;58;49;53;74;63;619;3608;20120101
AT1;AT13;AT130;91901;1903;2;137;3;6;3;4;3;3;3;0;5;22;85;20120101
AT1;AT13;AT130;91901;1904;2;7312;285;155;274;150;76;64;82;114;92;1076;4944;20120101
AT1;AT13;AT130;91901;1905;2;3886;121;42;189;53;32;27;27;53;67;587;2688;20120101
AT1;AT13;AT130;91901;1906;2;2614;24;11;102;26;15;9;10;44;30;414;1929;20120101
AT1;AT13;AT130;91901;1907;2;1570;24;8;77;21;2;4;20;30;17;205;1162;20120101
AT1;AT13;AT130;91901;1908;2;6937;260;106;219;160;58;39;53;143;91;722;5086;20120101
AT1;AT13;AT130;91901;1909;2;2248;59;40;127;44;21;13;32;29;42;534;1307;20120101
AT1;AT13;AT130;91901;1910;2;4709;77;29;198;69;18;15;36;68;57;574;3568;20120101
AT1;AT13;AT130;91901;1999;2;4;0;0;0;0;0;0;1;0;0;1;2;20120101
AT1;AT13;AT130;92001;2001;2;4263;332;333;47;97;131;44;46;56;34;517;2626;20120101
AT1;AT13;AT130;92001;2002;2;7483;815;650;138;252;214;89;159;77;57;1065;3967;20120101
AT1;AT13;AT130;92001;2003;2;6998;717;552;196;169;176;126;135;72;68;890;3897;20120101
AT1;AT13;AT130;92001;2004;2;4909;310;295;79;159;127;72;80;67;49;836;2835;20120101
AT1;AT13;AT130;92001;2005;2;5600;653;490;157;204;148;79;201;48;43;809;2768;20120101
AT1;AT13;AT130;92001;2006;2;4367;318;355;59;103;77;50;67;50;45;539;2704;20120101
AT1;AT13;AT130;92001;2007;2;6766;541;518;91;188;151;71;85;80;63;801;4177;20120101
AT1;AT13;AT130;92001;2008;2;2797;291;193;64;106;75;54;67;30;32;331;1554;20120101
AT1;AT13;AT130;92001;2099;2;44;2;2;0;1;0;0;1;3;0;3;32;20120101
AT1;AT13;AT130;92101;2101;2;692;14;1;11;13;3;0;6;5;2;15;622;20120101
AT1;AT13;AT130;92101;2102;2;3618;76;34;71;128;52;25;14;32;41;281;2864;20120101
AT1;AT13;AT130;92101;2103;2;2836;59;30;47;97;14;9;14;22;26;195;2323;20120101
AT1;AT13;AT130;92101;2104;2;2021;54;21;33;25;13;11;30;28;8;132;1666;20120101
AT1;AT13;AT130;92101;2105;2;9725;435;475;115;161;84;33;107;160;48;969;7138;20120101
AT1;AT13;AT130;92101;2106;2;432;44;4;4;4;5;3;12;6;2;32;316;20120101
AT1;AT13;AT130;92101;2107;2;1635;85;27;26;46;25;8;19;22;19;165;1193;20120101
AT1;AT13;AT130;92101;2108;2;1364;41;29;19;12;18;7;10;11;13;102;1102;20120101
AT1;AT13;AT130;92101;2109;2;3577;104;58;63;160;27;16;34;54;31;277;2753;20120101
AT1;AT13;AT130;92101;2110;2;2388;141;61;34;55;40;19;36;26;15;232;1729;20120101
AT1;AT13;AT130;92101;2111;2;2595;94;41;50;83;34;23;35;42;25;262;1906;20120101
AT1;AT13;AT130;92101;2112;2;3807;184;263;44;90;32;15;40;37;11;402;2689;20120101
AT1;AT13;AT130;92101;2113;2;2475;34;18;53;33;6;24;12;32;19;152;2092;20120101
AT1;AT13;AT130;92101;2114;2;2628;93;64;32;34;22;13;31;36;10;204;2089;20120101
AT1;AT13;AT130;92101;2115;2;2352;76;40;30;47;17;7;16;28;33;153;1905;20120101
AT1;AT13;AT130;92101;2116;2;1747;22;3;36;20;4;2;11;37;9;84;1519;20120101
AT1;AT13;AT130;92101;2117;2;3412;211;173;38;83;30;16;32;50;25;313;2441;20120101
AT1;AT13;AT130;92101;2118;2;3546;216;123;83;119;55;56;55;46;35;366;2392;20120101
AT1;AT13;AT130;92101;2119;2;1596;76;29;14;47;21;15;38;12;21;159;1164;20120101
AT1;AT13;AT130;92101;2120;2;848;79;34;17;35;34;13;8;11;5;93;519;20120101
AT1;AT13;AT130;92101;2121;2;3146;312;104;55;90;65;28;68;41;33;325;2025;20120101
AT1;AT13;AT130;92101;2122;2;4381;186;149;82;134;70;32;70;80;47;554;2977;20120101
AT1;AT13;AT130;92101;2123;2;5403;322;123;134;174;104;55;84;64;49;681;3613;20120101
AT1;AT13;AT130;92101;2124;2;2037;55;43;47;70;18;12;25;35;16;160;1556;20120101
AT1;AT13;AT130;92101;2125;2;2404;57;38;63;77;23;12;30;22;18;270;1794;20120101
AT1;AT13;AT130;92101;2126;2;3768;121;92;81;91;51;38;30;40;40;362;2822;20120101
AT1;AT13;AT130;92101;2127;2;766;7;5;22;9;6;4;7;16;4;116;570;20120101
AT1;AT13;AT130;92101;2128;2;128;18;12;2;3;8;8;2;0;1;23;51;20120101
AT1;AT13;AT130;92101;2129;2;45;0;0;0;0;0;0;0;0;0;0;45;20120101
AT1;AT13;AT130;92101;2130;2;4;0;0;0;0;0;0;0;0;0;1;3;20120101
AT1;AT13;AT130;92101;2199;2;200;1;0;1;1;2;0;1;1;2;5;186;20120101
AT1;AT13;AT130;92201;2201;2;1001;17;19;21;18;2;2;15;12;6;101;788;20120101
AT1;AT13;AT130;92201;2202;2;2316;60;27;47;31;24;11;26;19;9;263;1799;20120101
AT1;AT13;AT130;92201;2203;2;715;32;5;17;7;2;6;9;9;9;44;575;20120101
AT1;AT13;AT130;92201;2204;2;1977;45;18;36;37;13;2;15;30;16;119;1646;20120101
AT1;AT13;AT130;92201;2205;2;2730;35;18;48;79;9;5;20;36;22;218;2240;20120101
AT1;AT13;AT130;92201;2206;2;5942;194;180;61;151;46;23;38;72;37;557;4583;20120101
AT1;AT13;AT130;92201;2207;2;2442;45;10;43;72;17;14;25;25;21;222;1948;20120101
AT1;AT13;AT130;92201;2208;2;8184;383;269;94;303;140;60;123;78;59;1182;5493;20120101
AT1;AT13;AT130;92201;2209;2;7297;340;244;128;196;58;45;72;107;41;901;5165;20120101
AT1;AT13;AT130;92201;2210;2;3345;81;67;71;80;34;33;39;37;27;542;2334;20120101
AT1;AT13;AT130;92201;2211;2;5708;255;102;103;151;55;33;104;79;57;741;4028;20120101
AT1;AT13;AT130;92201;2212;2;1749;71;87;30;35;11;13;8;33;11;255;1195;20120101
AT1;AT13;AT130;92201;2213;2;3468;156;85;58;77;32;24;49;50;23;343;2571;20120101
AT1;AT13;AT130;92201;2214;2;2660;55;23;49;40;10;6;14;34;13;136;2280;20120101
AT1;AT13;AT130;92201;2215;2;4634;191;185;80;102;41;17;38;70;53;341;3516;20120101
AT1;AT13;AT130;92201;2216;2;599;22;12;9;11;5;0;1;7;3;41;488;20120101
AT1;AT13;AT130;92201;2217;2;808;13;5;12;15;2;4;9;9;7;56;676;20120101
AT1;AT13;AT130;92201;2218;2;2923;76;48;47;69;22;21;24;48;17;208;2343;20120101
AT1;AT13;AT130;92201;2219;2;2903;179;84;49;66;42;25;47;37;29;278;2067;20120101
AT1;AT13;AT130;92201;2220;2;1494;55;52;33;16;13;5;19;24;8;201;1068;20120101
AT1;AT13;AT130;92201;2221;2;1049;30;11;19;25;9;6;3;11;14;105;816;20120101
AT1;AT13;AT130;92201;2222;2;3380;76;19;49;240;31;17;29;54;14;291;2560;20120101
AT1;AT13;AT130;92201;2223;2;2262;82;16;35;38;11;6;16;21;30;279;1728;20120101
AT1;AT13;AT130;92201;2224;2;3020;50;15;53;127;25;14;30;38;25;258;2385;20120101
AT1;AT13;AT130;92201;2225;2;994;14;2;19;14;3;2;6;17;12;58;847;20120101
AT1;AT13;AT130;92201;2226;2;1905;34;1;59;25;3;3;15;26;18;155;1566;20120101
AT1;AT13;AT130;92201;2227;2;3274;53;15;73;53;11;19;17;35;27;262;2709;20120101
AT1;AT13;AT130;92201;2228;2;1883;54;15;31;48;15;11;11;17;15;154;1512;20120101
AT1;AT13;AT130;92201;2229;2;1784;62;30;37;30;7;6;15;25;16;170;1386;20120101
AT1;AT13;AT130;92201;2230;2;5;0;0;0;0;0;0;0;0;0;1;4;20120101
AT1;AT13;AT130;92201;2231;2;44;0;0;1;1;1;0;0;1;0;1;39;20120101
AT1;AT13;AT130;92201;2232;2;2156;83;30;51;139;67;29;24;23;19;527;1164;20120101
AT1;AT13;AT130;92201;2299;2;270;5;5;5;2;4;0;0;1;4;10;234;20120101
AT1;AT13;AT130;92301;2301;2;1247;70;14;30;22;21;11;25;15;8;125;906;20120101
AT1;AT13;AT130;92301;2302;2;2368;152;37;44;57;54;40;43;33;23;197;1688;20120101
AT1;AT13;AT130;92301;2303;2;1846;58;24;43;20;13;5;14;24;11;116;1518;20120101
AT1;AT13;AT130;92301;2304;2;4015;140;119;46;102;143;70;53;35;41;308;2958;20120101
AT1;AT13;AT130;92301;2305;2;4711;176;170;99;124;74;45;51;43;43;394;3492;20120101
AT1;AT13;AT130;92301;2306;2;471;33;2;11;10;4;6;4;3;1;28;369;20120101
AT1;AT13;AT130;92301;2307;2;4512;229;157;78;79;80;65;66;49;31;345;3333;20120101
AT1;AT13;AT130;92301;2308;2;2294;61;45;45;41;14;17;24;40;17;142;1848;20120101
AT1;AT13;AT130;92301;2309;2;3705;101;57;127;52;42;18;35;77;28;221;2947;20120101
AT1;AT13;AT130;92301;2310;2;2766;133;61;49;33;33;14;36;35;20;178;2174;20120101
AT1;AT13;AT130;92301;2311;2;4074;146;81;115;70;57;37;36;41;45;331;3115;20120101
AT1;AT13;AT130;92301;2312;2;2886;130;51;73;49;21;15;14;34;27;208;2264;20120101
AT1;AT13;AT130;92301;2313;2;2238;20;6;72;29;11;3;14;50;8;141;1884;20120101
AT1;AT13;AT130;92301;2314;2;2538;46;19;111;38;13;11;12;30;16;178;2064;20120101
AT1;AT13;AT130;92301;2315;2;1180;14;4;60;20;5;7;7;11;10;80;962;20120101
AT1;AT13;AT130;92301;2316;2;1246;22;13;54;17;6;5;9;47;9;91;973;20120101
AT1;AT13;AT130;92301;2317;2;123;9;4;4;2;0;1;1;2;1;22;77;20120101
AT1;AT13;AT130;92301;2318;2;2829;73;96;42;68;22;21;16;19;21;136;2315;20120101
AT1;AT13;AT130;92301;2319;2;5273;103;87;104;135;36;27;41;97;57;349;4237;20120101
AT1;AT13;AT130;92301;2399;2;51;1;5;0;2;1;1;1;2;0;5;33;20120101
AT1;AT13;AT130;90101;0101;1;1937;51;8;125;27;7;17;18;19;25;384;1256;20120101
AT1;AT13;AT130;90101;0102;1;789;24;4;44;10;3;5;13;15;7;170;494;20120101
AT1;AT13;AT130;90101;0103;1;1048;43;14;44;5;6;10;11;10;15;228;662;20120101
AT1;AT13;AT130;90101;0104;1;746;23;6;37;5;2;4;6;9;6;125;523;20120101
AT1;AT13;AT130;90101;0105;1;1043;23;9;52;6;1;15;6;12;7;193;719;20120101
AT1;AT13;AT130;90101;0106;1;1277;28;5;73;12;9;13;8;12;6;202;909;20120101
AT1;AT13;AT130;90101;0107;1;1338;38;16;64;10;7;20;15;18;23;273;854;20120101
AT1;AT13;AT130;90201;0201;1;5263;274;307;108;118;142;53;44;39;34;718;3426;20120101
